"","Days_10N","Min_Monthly_Nitrate","Max_Monthly_Nitrate","Mean_Monthly_Nitrate","Mean_Monthly_Upwelling_Nitrate","Max_Monthly_Anomaly_Nitrate","Mean_Monthly_Summer_Nitrate","Mean_Monthly_Temp","Mean_Monthly_Summer_Temp","MHW_Upwelling_Days","Min_Monthly_Anomaly_Temp","Max_Monthly_Anomaly_Upwelling_Temp","Min_Monthly_Temp","Mean_Monthly_Upwelling_Temp","mean_depth","mean_prob_of_rock","wh_max","wh_mean","wh_95prc","Mean_Monthly_NPP","Max_Monthly_NPP_Upwelling","log_den_NERLUE","log_den_STRPURAD","log_den_PYCHEL","log_Days_16C","log_UBR_Mean","log_UBR_Max","log_Mean_Monthly_NPP_Upwelling","log_Min_Monthly_NPP"
"Nereo.density",0.25,0,0.023,0,0,0,0.003,0,0.006,0.485,0.071,0,0.008,0,0.069,0.31,0.202,0.006,0.188,0,0.073,0.485,0.085,0.14,0.447,0,0.137,0.18,0.009
