"","Min_Monthly_Nitrate","Max_Monthly_Nitrate","Mean_Monthly_Nitrate","Mean_Monthly_Upwelling_Nitrate","Mean_Monthly_Summer_Nitrate","Mean_Monthly_Temp","Mean_Monthly_Summer_Temp","MHW_Upwelling_Days","Max_Monthly_Anomaly_Upwelling_Temp","Min_Monthly_Temp","Mean_Monthly_Upwelling_Temp","mean_depth","mean_prob_of_rock","wh_max","wh_mean","mean_waveyear","wh_95prc","Mean_Monthly_NPP","Max_Monthly_NPP_Upwelling","log_den_MESFRAAD","log_den_STRPURAD","log_UBR_Mean","log_Mean_Monthly_NPP_Upwelling","log_Min_Monthly_NPP"
"prop_max_Nereo",0.155,0.35,0.001,0.004,0.164,0,0.503,0.112,0,0.211,0,0.098,0.185,0.06,0.032,0.034,0.655,0.24,0.312,0.076,0.497,0.054,0.291,0.102
