"x","y","s_index_nereo"
402277.000000008,4616384.99999996,1.92368474006653
403177.000000008,4616384.99999996,1.63258698582649
404077.000000008,4616384.99999996,1.47932388385137
400477.000000008,4615484.99999996,1.71016848087311
401377.000000008,4615484.99999996,1.5109735429287
402277.000000008,4615484.99999996,1.37383396625519
403177.000000008,4615484.99999996,1.61642119619581
404077.000000008,4615484.99999996,1.68209862709045
404977.000000008,4615484.99999996,1.40913724899292
402277.000000008,4614584.99999996,1.69195145368576
403177.000000008,4614584.99999996,1.51344769341605
404077.000000008,4614584.99999996,1.93884958161248
404977.000000008,4614584.99999996,1.71658019224803
402277.000000008,4613684.99999996,1.67054885625839
403177.000000008,4613684.99999996,1.76883378293779
404077.000000008,4613684.99999996,1.89706581168705
404977.000000008,4613684.99999996,2.10770738124847
402277.000000008,4612784.99999996,1.28020679950714
403177.000000008,4612784.99999996,2.104291094674
404077.000000008,4612784.99999996,2.03150539928012
404977.000000008,4612784.99999996,1.85725810130437
402277.000000008,4611884.99999996,1.76197588443756
403177.000000008,4611884.99999996,2.089365452528
404077.000000008,4611884.99999996,1.99103285206689
404977.000000008,4611884.99999996,2.07466611266136
405877.000000008,4611884.99999996,2.07008361816406
404077.000000008,4610984.99999996,1.94868198462895
404977.000000008,4610984.99999996,2.08779717816247
405877.000000008,4610984.99999996,1.90784978866577
403177.000000008,4610084.99999996,1.9122496843338
404077.000000008,4610084.99999996,1.76776707172394
404977.000000008,4610084.99999996,1.94545140531328
405877.000000008,4610084.99999996,1.76458864741855
404077.000000008,4609184.99999996,1.89035105705261
404977.000000008,4609184.99999996,1.80108612113529
405877.000000008,4609184.99999996,1.9997965991497
406777.000000008,4609184.99999996,2.06235975027084
404077.000000008,4608284.99999996,2.19180798530579
404977.000000008,4608284.99999996,1.87152387698491
405877.000000008,4608284.99999996,1.82513837516308
406777.000000008,4608284.99999996,1.6424978574117
405877.000000008,4607384.99999996,1.56129702499935
406777.000000008,4607384.99999996,1.84433685408698
405877.000000008,4606484.99999996,1.56141807635625
406777.000000008,4606484.99999996,1.77419324715932
407677.000000008,4606484.99999996,1.57003072897593
405877.000000008,4605584.99999996,1.67075568437576
406777.000000008,4605584.99999996,1.82508754730225
407677.000000008,4605584.99999996,1.63319345315297
405877.000000008,4604684.99999996,1.46333760023117
406777.000000008,4604684.99999996,1.84385071481977
407677.000000008,4604684.99999996,1.80926294326782
404077.000000008,4603784.99999996,2.13802170753479
404977.000000008,4603784.99999996,1.2948225736618
405877.000000008,4603784.99999996,1.5106840133667
406777.000000008,4603784.99999996,1.47007036209106
407677.000000008,4603784.99999996,1.5734897851944
404977.000000008,4602884.99999996,1.8058785200119
405877.000000008,4602884.99999996,1.43080151081085
406777.000000008,4602884.99999996,1.76318142811457
407677.000000008,4602884.99999996,1.89188543387822
405877.000000008,4601984.99999996,1.39452850818634
406777.000000008,4601984.99999996,1.44632049969264
407677.000000008,4601984.99999996,1.54563625653585
406777.000000008,4601084.99999996,1.5515602350235
407677.000000008,4601084.99999996,1.50280879437923
408577.000000007,4601084.99999996,1.34965071082115
408577.000000007,4600184.99999996,1.22042315006256
408577.000000007,4599284.99999996,1.12809379895528
409477.000000007,4599284.99999996,1.12207472324371
408577.000000007,4598384.99999996,1.34893465042114
409477.000000007,4598384.99999996,1.118292649587
408577.000000007,4597484.99999996,1.10951201121012
408577.000000007,4596584.99999996,1.2241758108139
409477.000000007,4596584.99999996,1.21127212047577
408577.000000007,4595684.99999996,1.20159029960632
409477.000000007,4595684.99999996,1.18520023822784
409477.000000007,4594784.99999997,1.17562821507454
409477.000000007,4593884.99999997,1.09431195259094
410377.000000007,4593884.99999997,1.45324921607971
410377.000000007,4592984.99999997,1.16993570327759
410377.000000007,4592084.99999997,1.08333190282186
410377.000000007,4591184.99999997,1.07406997680664
405877.000000008,4590284.99999997,1.05819141864777
410377.000000007,4590284.99999997,1.09153914451599
410377.000000007,4589384.99999997,1.05904674530029
410377.000000007,4588484.99999997,1.04812177022298
405877.000000008,4587584.99999997,1.02525389194489
410377.000000007,4587584.99999997,1.03994044661522
409477.000000007,4586684.99999997,1.04458689689636
410377.000000007,4586684.99999997,1.03195210297902
409477.000000007,4585784.99999997,1.10851871967316
410377.000000007,4585784.99999997,1.02463436126709
409477.000000007,4584884.99999997,1.01614538828532
410377.000000007,4584884.99999997,1.01838165521622
409477.000000007,4583984.99999997,1.0088343222936
409477.000000007,4583084.99999997,1.00159639120102
409477.000000007,4582184.99999997,0.994641979535421
409477.000000007,4581284.99999997,0.999588504433632
409477.000000007,4580384.99999997,0.97564123570919
408577.000000007,4579484.99999997,0.960882425308228
409477.000000007,4579484.99999997,0.965605715910594
408577.000000007,4578584.99999997,0.954661349455516
401377.000000008,4577684.99999997,1.62590485811234
408577.000000007,4577684.99999997,1.04052313736507
400477.000000008,4576784.99999997,1.44806444644928
401377.000000008,4576784.99999997,1.56296670436859
407677.000000008,4576784.99999997,1.44016551971436
408577.000000007,4576784.99999997,1.15709307789803
404077.000000008,4575884.99999997,1.07956755161285
407677.000000008,4575884.99999997,1.2606631120046
408577.000000007,4575884.99999997,1.21529219150543
404077.000000008,4574984.99999997,1.26060700416565
407677.000000008,4574984.99999997,1.37482873598735
408577.000000007,4574984.99999997,1.16754325230916
407677.000000008,4574084.99999997,1.02636524041494
407677.000000008,4573184.99999997,0.908627760410309
407677.000000008,4572284.99999997,0.993378539880117
407677.000000008,4571384.99999997,1.3797705322504
407677.000000008,4570484.99999997,0.89458541572094
406777.000000008,4569584.99999997,0.885712027549744
407677.000000008,4569584.99999997,0.888657768567403
406777.000000008,4568684.99999997,0.879172176122665
406777.000000008,4567784.99999997,0.872421413660049
406777.000000008,4566884.99999997,0.862823277711868
406777.000000008,4565984.99999997,0.853420515855153
405877.000000008,4565084.99999997,0.842978954315186
406777.000000008,4565084.99999997,0.847971320152283
405877.000000008,4564184.99999997,0.834996736049652
405877.000000008,4563284.99999997,0.83198544383049
404977.000000008,4561484.99999997,0.830858727296193
405877.000000008,4561484.99999997,0.829870283603668
404977.000000008,4560584.99999997,0.82951682806015
404977.000000008,4559684.99999997,0.82704684138298
404077.000000008,4558784.99999997,0.824670016765594
404077.000000008,4557884.99999997,0.823519587516785
404077.000000008,4556984.99999997,0.81975445151329
403177.000000008,4556084.99999997,0.816433727741241
404077.000000008,4556084.99999997,0.818465411663055
400477.000000008,4555184.99999997,0.938481509685516
401377.000000008,4555184.99999997,1.12809014320374
402277.000000008,4555184.99999997,1.21870263417562
403177.000000008,4555184.99999997,1.18685755133629
400477.000000008,4554284.99999997,1.10768208652735
401377.000000008,4554284.99999997,1.26598126358456
402277.000000008,4554284.99999997,1.38819356759389
400477.000000008,4553384.99999997,1.09089177846909
401377.000000008,4553384.99999997,1.32429185178545
402277.000000008,4553384.99999997,1.39218652248383
400477.000000008,4552484.99999997,1.11884703636169
401377.000000008,4552484.99999997,1.31185583935844
402277.000000008,4552484.99999997,1.4585702419281
400477.000000008,4551584.99999997,1.17396392822266
401377.000000008,4551584.99999997,1.09076393312878
402277.000000008,4551584.99999997,1.19677584171295
400477.000000008,4550684.99999997,1.00610262155533
401377.000000008,4550684.99999997,1.06919420427746
402277.000000008,4550684.99999997,1.24726529121399
401377.000000008,4549784.99999997,1.10373037202018
402277.000000008,4549784.99999997,1.41863284508387
401377.000000008,4548884.99999997,1.3011876212226
402277.000000008,4548884.99999997,1.33506240447362
400477.000000008,4547984.99999997,1.22014939785004
401377.000000008,4547984.99999997,1.24529120657179
402277.000000008,4547984.99999997,1.34487444162369
400477.000000008,4547084.99999997,1.38256573677063
401377.000000008,4547084.99999997,1.42261685265435
402277.000000008,4547084.99999997,1.38171572983265
403177.000000008,4547084.99999997,1.53334164619446
400477.000000008,4546184.99999997,1.2865629196167
401377.000000008,4546184.99999997,1.40851669841342
402277.000000008,4546184.99999997,1.47601617707147
403177.000000008,4546184.99999997,1.14123493432999
400477.000000008,4545284.99999997,1.13568842411041
401377.000000008,4545284.99999997,1.2876812517643
402277.000000008,4545284.99999997,1.32358002662659
403177.000000008,4545284.99999997,1.4717739423116
404077.000000008,4545284.99999997,1.19242844978968
400477.000000008,4544384.99999997,0.880821108818054
401377.000000008,4544384.99999997,1.01465473572413
402277.000000008,4544384.99999997,1.15608191490173
403177.000000008,4544384.99999997,1.10739468038082
404077.000000008,4544384.99999997,0.902177333831787
404977.000000008,4544384.99999997,0.992584145069122
401377.000000008,4543484.99999997,1.0571995973587
402277.000000008,4543484.99999997,1.16589502990246
404977.000000008,4543484.99999997,0.91354660987854
402277.000000008,4542584.99999997,1.16099059581757
404977.000000008,4542584.99999997,0.913266316056252
404977.000000008,4541684.99999997,0.915796120961507
404977.000000008,4540784.99999997,0.916999787092209
404977.000000008,4539884.99999997,0.919495344161987
404977.000000008,4538984.99999997,0.920533269643784
404977.000000008,4538084.99999997,0.921157379945119
404977.000000008,4537184.99999997,0.923475821812948
404077.000000008,4536284.99999997,0.922116994857788
404977.000000008,4536284.99999997,0.925926834344864
404077.000000008,4535384.99999997,0.927594006061554
404077.000000008,4534484.99999997,0.9295624345541
404077.000000008,4533584.99999997,0.932763655980428
403177.000000008,4532684.99999997,0.935698688030243
402277.000000008,4531784.99999997,0.928060501813889
403177.000000008,4531784.99999997,0.939440568288167
403177.000000008,4530884.99999997,0.942479264736175
403177.000000008,4529984.99999997,0.942184612154961
402277.000000008,4529084.99999997,0.940134465694427
403177.000000008,4529084.99999997,0.941858450571696
401377.000000008,4528184.99999997,0.935512185096741
402277.000000008,4528184.99999997,0.940089265505473
403177.000000008,4528184.99999997,0.942135572433472
401377.000000008,4527284.99999997,0.93641659617424
402277.000000008,4527284.99999997,0.939002394676208
401377.000000008,4526384.99999997,0.938750520348549
402277.000000008,4526384.99999997,0.939438223838806
401377.000000008,4525484.99999997,0.938956767320633
400477.000000008,4524584.99999997,0.941122055053711
400477.000000008,4523684.99999997,0.945348680019379
399577.000000008,4522784.99999997,0.948724627494812
400477.000000008,4522784.99999997,0.947375237941742
399577.000000008,4521884.99999997,0.951123982667923
399577.000000008,4520984.99999997,0.955677211284637
398677.000000008,4520084.99999997,0.958554267883301
399577.000000008,4520084.99999997,0.958002865314484
396877.000000008,4519184.99999997,1.05139344930649
398677.000000008,4519184.99999997,0.95924307902654
397777.000000008,4518284.99999997,0.959229856729507
397777.000000008,4517384.99999997,0.959943220019341
396877.000000008,4516484.99999997,0.960007607936859
397777.000000008,4516484.99999997,0.960509836673737
395977.000000008,4515584.99999997,0.958827197551727
396877.000000008,4515584.99999997,0.960178375244141
393277.000000008,4513784.99999997,1.00272393226624
395077.000000008,4513784.99999997,1.62535838286082
393277.000000008,4512884.99999997,0.967535257339478
395077.000000008,4512884.99999997,1.08685675263405
394177.000000008,4511984.99999997,0.958675682544708
395077.000000008,4511984.99999997,0.960181057453156
394177.000000008,4511084.99999997,0.961900964379311
393277.000000008,4510184.99999997,0.963496565818787
394177.000000008,4510184.99999997,0.964485883712769
393277.000000008,4509284.99999997,0.965068131685257
394177.000000008,4509284.99999997,0.966621816158295
392377.000000008,4508384.99999997,0.969225347042084
393277.000000008,4508384.99999997,0.969873289267222
391477.000000009,4507484.99999997,0.973682105541229
392377.000000008,4507484.99999997,0.973194062709808
391477.000000009,4506584.99999997,0.976292836666107
390577.000000009,4505684.99999997,0.98028035958608
391477.000000009,4505684.99999997,0.981815338134766
390577.000000009,4504784.99999997,0.984209607044856
389677.000000009,4503884.99999997,0.988461166620255
390577.000000009,4503884.99999997,0.989821910858154
389677.000000009,4502984.99999997,0.994388123353322
388777.000000009,4502084.99999997,1.00179016590118
389677.000000009,4502084.99999997,0.999481916427612
386077.000000009,4501184.99999997,0.982576966285706
388777.000000009,4501184.99999997,1.00983533859253
387877.000000009,4500284.99999997,1.01814046502113
388777.000000009,4500284.99999997,1.01549315452576
387877.000000009,4499384.99999997,1.02345457673073
386977.000000009,4498484.99999997,1.05335454146067
387877.000000009,4498484.99999997,1.07655489444733
383377.000000009,4497584.99999997,1.05602335929871
386077.000000009,4497584.99999997,1.03765594959259
386977.000000009,4497584.99999997,1.03813654184341
386077.000000009,4496684.99999997,1.04794475436211
386077.000000009,4495784.99999997,1.05461019277573
386077.000000009,4494884.99999997,1.2576410373052
385177.000000009,4493984.99999997,1.07555129528046
386077.000000009,4493984.99999997,1.3231865465641
385177.000000009,4493084.99999997,1.37423531214396
384277.000000009,4492184.99999997,1.09659934043884
385177.000000009,4492184.99999997,1.27079170942307
384277.000000009,4491284.99999997,1.11287668347359
383377.000000009,4490384.99999997,1.13320028781891
384277.000000009,4490384.99999997,1.12912170092265
383377.000000009,4489484.99999997,1.14813435077667
382477.000000009,4488584.99999997,1.19103940895626
383377.000000009,4488584.99999997,1.17176821231842
380677.000000009,4487684.99999997,1.24329173564911
381577.000000009,4487684.99999997,1.26433261235555
382477.000000009,4487684.99999997,1.30316876040565
383377.000000009,4487684.99999997,1.3891436457634
380677.000000009,4486784.99999997,1.92843502759933
381577.000000009,4486784.99999997,2.0384157233768
382477.000000009,4486784.99999997,1.98045237064362
379777.000000009,4485884.99999997,1.98692190647125
380677.000000009,4485884.99999997,1.90270819928911
381577.000000009,4485884.99999997,1.82317104935646
379777.000000009,4484984.99999997,1.91383588314056
380677.000000009,4484984.99999997,1.70003896289402
381577.000000009,4484984.99999997,1.81692956553565
382477.000000009,4484984.99999997,1.91497230529785
373477.00000001,4484084.99999998,2.05669546127319
374377.00000001,4484084.99999998,1.89485249519348
375277.00000001,4484084.99999998,2.04926679531733
376177.00000001,4484084.99999998,1.6926246881485
379777.000000009,4484084.99999998,1.62503906658718
380677.000000009,4484084.99999998,1.44212492307027
381577.000000009,4484084.99999998,1.55872400601705
382477.000000009,4484084.99999998,1.54424631595612
371677.00000001,4483184.99999998,2.00828337669373
372577.00000001,4483184.99999998,1.88527137041092
373477.00000001,4483184.99999998,2.00318333837721
374377.00000001,4483184.99999998,2.10448589589861
375277.00000001,4483184.99999998,2.15233550071716
376177.00000001,4483184.99999998,2.19694423675537
378877.000000009,4483184.99999998,1.66231065988541
379777.000000009,4483184.99999998,2.01886436343193
380677.000000009,4483184.99999998,2.00340065691206
381577.000000009,4483184.99999998,1.7796204884847
382477.000000009,4483184.99999998,1.43312418460846
371677.00000001,4482284.99999998,2.03013491630554
372577.00000001,4482284.99999998,1.57645343031202
373477.00000001,4482284.99999998,1.44523636500041
374377.00000001,4482284.99999998,1.96100568771362
377977.000000009,4482284.99999998,1.35186203320821
378877.000000009,4482284.99999998,1.47972349325816
379777.000000009,4482284.99999998,1.89387848642137
380677.000000009,4482284.99999998,1.98846062024434
381577.000000009,4482284.99999998,2.0534813006719
377077.00000001,4481384.99999998,1.50671458244324
377977.000000009,4481384.99999998,1.86474805218833
378877.000000009,4481384.99999998,2.04879393842485
379777.000000009,4481384.99999998,1.9205189148585
380677.000000009,4481384.99999998,1.68493910630544
381577.000000009,4481384.99999998,1.40485554933548
372577.00000001,4480484.99999998,1.43594026565552
373477.00000001,4480484.99999998,1.47184073925018
375277.00000001,4480484.99999998,1.26300299167633
376177.00000001,4480484.99999998,1.26974308490753
377077.00000001,4480484.99999998,1.28027029832204
377977.000000009,4480484.99999998,1.29958547486199
378877.000000009,4480484.99999998,1.55018536249797
379777.000000009,4480484.99999998,2.03625592920515
380677.000000009,4480484.99999998,1.65015584892697
381577.000000009,4480484.99999998,1.65783846378326
373477.00000001,4479584.99999998,1.77440898418427
374377.00000001,4479584.99999998,1.67918233076731
375277.00000001,4479584.99999998,1.81768543720245
376177.00000001,4479584.99999998,1.72593082487583
377077.00000001,4479584.99999998,1.3959057993359
377977.000000009,4479584.99999998,1.36672659715017
378877.000000009,4479584.99999998,1.73083525233799
379777.000000009,4479584.99999998,1.93749679459466
380677.000000009,4479584.99999998,2.09680645465851
374377.00000001,4478684.99999998,2.12074971199036
375277.00000001,4478684.99999998,2.13102872669697
376177.00000001,4478684.99999998,2.0294742849138
377077.00000001,4478684.99999998,1.8736797703637
377977.000000009,4478684.99999998,1.86517179012299
378877.000000009,4478684.99999998,1.90913368595971
379777.000000009,4478684.99999998,1.91311931610107
380677.000000009,4478684.99999998,1.45223712921143
375277.00000001,4477784.99999998,2.1057626803716
376177.00000001,4477784.99999998,1.89638871616787
377077.00000001,4477784.99999998,1.85667105515798
377977.000000009,4477784.99999998,1.65404351552327
378877.000000009,4477784.99999998,2.05507985750834
379777.000000009,4477784.99999998,2.30469524860382
374377.00000001,4476884.99999998,1.98591461181641
375277.00000001,4476884.99999998,2.00686889035361
376177.00000001,4476884.99999998,1.86418378353119
377077.00000001,4476884.99999998,1.8270431359609
377977.000000009,4476884.99999998,1.8815893597073
378877.000000009,4476884.99999998,1.71287327342563
379777.000000009,4476884.99999998,1.85029900074005
375277.00000001,4475984.99999998,1.86986446380615
377077.00000001,4475984.99999998,2.30903911590576
377977.000000009,4475984.99999998,2.13443899154663
378877.000000009,4475984.99999998,2.01332606209649
379777.000000009,4475984.99999998,1.97779055436452
377077.00000001,4475084.99999998,1.99435687065125
377977.000000009,4475084.99999998,1.9900119304657
378877.000000009,4475084.99999998,1.93933418393135
379777.000000009,4475084.99999998,2.27534351083967
380677.000000009,4475084.99999998,1.81170944372813
377977.000000009,4474184.99999998,2.32803463935852
378877.000000009,4474184.99999998,2.12565847237905
379777.000000009,4474184.99999998,2.26429113319942
380677.000000009,4474184.99999998,2.0479382276535
377977.000000009,4473284.99999998,2.17053377628326
378877.000000009,4473284.99999998,2.41651624441147
379777.000000009,4473284.99999998,2.13141499625312
380677.000000009,4473284.99999998,2.41512687504292
378877.000000009,4472384.99999998,2.05589437484741
379777.000000009,4472384.99999998,1.89315263430278
380677.000000009,4472384.99999998,2.37509495682187
381577.000000009,4472384.99999998,2.33614453673363
382477.000000009,4472384.99999998,2.09098091125488
380677.000000009,4471484.99999998,1.82091748714447
381577.000000009,4471484.99999998,2.02105338232858
382477.000000009,4471484.99999998,2.02704970041911
383377.000000009,4471484.99999998,1.91151344776154
381577.000000009,4470584.99999998,1.90233489445278
382477.000000009,4470584.99999998,1.94040137529373
383377.000000009,4470584.99999998,1.94761145114899
382477.000000009,4469684.99999998,2.19496015139989
383377.000000009,4469684.99999998,1.86669033765793
382477.000000009,4468784.99999998,1.98535895347595
383377.000000009,4468784.99999998,2.38120055198669
382477.000000009,4467884.99999998,2.01985724767049
383377.000000009,4467884.99999998,2.89859869745043
383377.000000009,4466984.99999998,2.6468280951182
384277.000000009,4466984.99999998,2.68797381718953
383377.000000009,4466084.99999998,3.19523374239604
384277.000000009,4466084.99999998,3.12051951885223
383377.000000009,4465184.99999998,3.54697183767954
384277.000000009,4465184.99999998,3.408420642217
383377.000000009,4464284.99999998,3.54184450422014
384277.000000009,4464284.99999998,2.95427645955767
385177.000000009,4464284.99999998,3.22485065460205
383377.000000009,4463384.99999998,3.55458579063416
384277.000000009,4463384.99999998,3.44553354051378
385177.000000009,4463384.99999998,2.68503252665202
383377.000000009,4462484.99999998,2.32231100400289
384277.000000009,4462484.99999998,2.44527302847968
385177.000000009,4462484.99999998,2.17433174451192
383377.000000009,4461584.99999998,2.85663999451531
384277.000000009,4461584.99999998,2.28259825706482
382477.000000009,4460684.99999998,2.68887305259705
383377.000000009,4460684.99999998,3.53513662020365
384277.000000009,4460684.99999998,2.83215627670288
382477.000000009,4459784.99999998,3.12116702397664
383377.000000009,4459784.99999998,3.25055358144972
382477.000000009,4458884.99999998,3.165580590566
383377.000000009,4458884.99999998,3.43151399824354
382477.000000009,4457984.99999998,3.43190145492554
383377.000000009,4457984.99999998,3.419746194567
382477.000000009,4457084.99999998,3.3470755815506
383377.000000009,4457084.99999998,3.53503423266941
384277.000000009,4457084.99999998,3.47110716501872
383377.000000009,4456184.99999998,2.98898320198059
384277.000000009,4456184.99999998,2.93463031450907
385177.000000009,4456184.99999998,3.06678718328476
384277.000000009,4455284.99999998,2.42053949832916
385177.000000009,4455284.99999998,2.67659330368042
386077.000000009,4455284.99999998,2.56281805038452
384277.000000009,4454384.99999998,2.80956673622131
385177.000000009,4454384.99999998,2.42991638183594
386077.000000009,4454384.99999998,2.51637140909831
386977.000000009,4454384.99999998,2.81447641054789
385177.000000009,4453484.99999998,3.05439281463623
386077.000000009,4453484.99999998,2.39998969435692
386977.000000009,4453484.99999998,2.54520532488823
387877.000000009,4453484.99999998,3.27104461193085
385177.000000009,4452584.99999998,2.78284907341003
386077.000000009,4452584.99999998,3.19535170282636
386977.000000009,4452584.99999998,2.61756878428989
387877.000000009,4452584.99999998,2.49353334307671
388777.000000009,4452584.99999998,2.96357142925262
386977.000000009,4451684.99999998,3.02885127067566
387877.000000009,4451684.99999998,2.73277762532234
388777.000000009,4451684.99999998,2.82456469535828
389677.000000009,4451684.99999998,2.62142306566238
387877.000000009,4450784.99999998,3.14137053489685
