"","Days_10N","Min_Monthly_Nitrate","Max_Monthly_Nitrate","Mean_Monthly_Nitrate","Mean_Monthly_Upwelling_Nitrate","Max_Monthly_Anomaly_Nitrate","Mean_Monthly_Summer_Nitrate","Mean_Monthly_Temp","Mean_Monthly_Summer_Temp","MHW_Upwelling_Days","Min_Monthly_Anomaly_Temp","Max_Monthly_Anomaly_Upwelling_Temp","Min_Monthly_Temp","Mean_Monthly_Upwelling_Temp","log_den_PYCHEL","log_Days_16C","log_mean_vrm","mean_slope","mean_depth","mean_prob_of_rock","wh_max","wh_mean","mean_waveyear","wh_95prc","log_UBR_Mean","Mean_Monthly_NPP","Max_Monthly_NPP_Upwelling","log_Mean_Monthly_NPP_Upwelling","log_Min_Monthly_NPP"
"log_den_STRPURAD",0.702,0.005,0,0,0,0,0.194,0,0.012,0,0,0.731,0,0,0.025,0.28,0.138,0.143,0.364,0.305,0.12,0.074,0.064,0.036,0.031,0.118,0.088,0.15,0.467
