"","log_den_STRPURAD","log_den_PYCHEL","Days_10N","Max_Monthly_Nitrate","Min_Monthly_Nitrate","Mean_Monthly_Nitrate","Max_Monthly_Anomaly_Nitrate","Mean_Monthly_Summer_Nitrate","log_Days_16C","Mean_Monthly_Temp","MHW_Upwelling_Days","Min_Monthly_Temp","Mean_Monthly_Upwelling_Temp","Max_Monthly_Anomaly_Upwelling_Temp","mean_depth","mean_prob_of_rock","log_mean_vrm","mean_slope","wh_max","wh_mean","mean_waveyear","wh_95prc","log_UBR_Mean","Mean_Monthly_NPP","Max_Monthly_NPP_Upwelling","log_Mean_Monthly_NPP_Upwelling","log_Min_Monthly_NPP"
"log_den_NERLUE",0.22,0.018,0.132,0.531,0.229,0,0.003,0.391,0.895,0,0.065,0.168,0.006,0.014,0.012,0.952,0.022,0.008,0.126,0.113,0.822,0,0.011,0.862,0.062,0.023,0.025
