,modname,formula,AICc,BIC,r2.vals,r2.vals.unique,edf,edf.less.1,delta.AICc,delta.BIC,wi.AICc,wi.BIC,Days_10N,Min_Monthly_Nitrate,Max_Monthly_Nitrate,Mean_Monthly_Nitrate,Mean_Monthly_Upwelling_Nitrate,Max_Monthly_Anomaly_Nitrate,Mean_Monthly_Summer_Nitrate,Mean_Monthly_Temp,Mean_Monthly_Summer_Temp,MHW_Upwelling_Days,Min_Monthly_Anomaly_Temp,Max_Monthly_Anomaly_Upwelling_Temp,Min_Monthly_Temp,Mean_Monthly_Upwelling_Temp,mean_depth,mean_prob_of_rock,wh_max,wh_mean,wh_95prc,Mean_Monthly_NPP,Max_Monthly_NPP_Upwelling,log_den_MESFRAAD,log_den_STRPURAD,log_den_PYCHEL,log_Days_16C,log_UBR_Mean,log_UBR_Max,log_Mean_Monthly_NPP_Upwelling,log_Min_Monthly_NPP,cumsum.wi
log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_95prc+wh_max,log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.670638,1469.372846,0.26791,NA,37.13,0,22.617,64.447,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.991
log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_95prc,log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_95prc,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.682722,1433.662092,0.3751,NA,31.06,1,22.629,28.737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0.991
log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+wh_max+wh_mean,log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.692205,1469.609257,0.36898,NA,38.4,0,22.638,64.684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0.991
log_Min_Monthly_NPP+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,log_Min_Monthly_NPP+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,"s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.708845,1428.868634,0.43252,NA,30.2,1,22.655,23.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0.991
log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.747631,1425.945731,0.43717,NA,29.39,1,22.694,21.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.991
log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.758353,1483.738308,0.41909,NA,40.36,0,22.705,78.813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.991
Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.759671,1467.960481,0.37768,NA,37.64,0,22.706,63.035,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.991
log_den_MESFRAAD+log_Min_Monthly_NPP+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_den_MESFRAAD+log_Min_Monthly_NPP+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.769267,1429.273024,0.43302,NA,30.31,1,22.716,24.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0.991
log_den_PYCHEL+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Temp+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_den_PYCHEL+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Temp+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.814299,1429.305581,0.43938,NA,30.26,1,22.761,24.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.991
Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Min_Monthly_Temp+wh_max+wh_mean,Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Min_Monthly_Temp+wh_max+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.839319,1468.833239,0.45056,NA,38.95,0,22.786,63.908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0.991
log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.882444,1467.56393,0.37486,NA,37.61,0,22.829,62.638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0.991
Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+Min_Monthly_Temp+wh_95prc+wh_max,Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+Min_Monthly_Temp+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.886478,1471.238032,0.45223,NA,39.5,0,22.833,66.313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.991
log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+MHW_Upwelling_Days+wh_95prc+wh_max,log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+MHW_Upwelling_Days+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.891978,1464.378242,0.13699,NA,36.08,0,22.838,59.453,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0.991
log_den_PYCHEL+log_Min_Monthly_NPP+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_den_PYCHEL+log_Min_Monthly_NPP+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.902357,1430.593144,0.43566,NA,30.44,1,22.849,25.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0.991
log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+wh_max,log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.935978,1470.391188,0.37764,NA,38.11,0,22.882,65.466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.991
log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.949206,1471.507481,0.44668,NA,39.2,0,22.895,66.582,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.991
log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+wh_max+wh_mean,log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.961732,1480.042053,0.40594,NA,39.72,0,22.908,75.117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0.991
log_den_PYCHEL+log_UBR_Mean+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,log_den_PYCHEL+log_UBR_Mean+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.974464,1438.650981,0.42907,NA,31.65,1,22.921,33.725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.991
Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+Min_Monthly_Temp+wh_max+wh_mean,Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+Min_Monthly_Temp+wh_max+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.989518,1469.824584,0.45049,NA,39.38,0,22.936,64.899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.991
Days_10N+log_Days_16C+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,Days_10N+log_Days_16C+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.018289,1426.606237,0.35319,NA,28.9,1,22.965,21.681,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.991
log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.051856,1488.833003,0.4723,NA,41.74,0,22.998,83.908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0.991
log_Days_16C+log_den_MESFRAAD+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+wh_max+wh_mean,log_Days_16C+log_den_MESFRAAD+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.064827,1468.178404,0.36922,NA,38.22,0,23.011,63.253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0.991
log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.123293,1484.44979,0.46213,NA,40.68,0,23.07,79.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0.991
log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+wh_95prc+wh_max,log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.181023,1467.257107,0.37214,NA,37.79,0,23.127,62.332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0.991
Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.182822,1478.19983,0.45247,NA,39.47,0,23.129,73.274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.991
log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+MHW_Upwelling_Days+wh_max,log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+MHW_Upwelling_Days+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.205141,1472.68507,0.13732,NA,37.5,0,23.151,67.76,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.991
Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.228308,1476.298636,0.38557,NA,38.74,0,23.175,71.373,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.991
log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Temp+mean_prob_of_rock+wh_95prc+wh_max,log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Temp+mean_prob_of_rock+wh_95prc+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.246167,1471.699133,0.44839,NA,39.23,0,23.192,66.774,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.991
log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1293.281546,1476.818883,0.3867,NA,38.83,0,23.228,71.893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.991
