"","Days_10N","Min_Monthly_Nitrate","Max_Monthly_Nitrate","Mean_Monthly_Nitrate","Mean_Monthly_Upwelling_Nitrate","Max_Monthly_Anomaly_Nitrate","Mean_Monthly_Summer_Nitrate","Mean_Monthly_Temp","Mean_Monthly_Summer_Temp","MHW_Upwelling_Days","Min_Monthly_Anomaly_Temp","Max_Monthly_Anomaly_Upwelling_Temp","Min_Monthly_Temp","Mean_Monthly_Upwelling_Temp","mean_depth","mean_prob_of_rock","wh_max","wh_mean","wh_95prc","Mean_Monthly_NPP","Max_Monthly_NPP_Upwelling","log_den_MESFRAAD","log_den_STRPURAD","log_den_PYCHEL","log_Days_16C","log_UBR_Mean","log_UBR_Max","log_Mean_Monthly_NPP_Upwelling","log_Min_Monthly_NPP"
"Nereo.density",0.032,0,0.976,0,0,0,0.017,0,0.038,0.416,0,0,0.015,0,0.991,0.991,0.991,0.004,0.01,0.342,0.026,0.016,0.037,0.009,0.887,0,0.991,0.025,0.039
