"year","latlon","max.area","latitude","longitude","longitude.1","latitude.1"
"2018","41.0571820229218_-124.157330261996",164,41.0571820229218,-124.157330261996,-124.157330261996,41.0571820229218
"2018","41.0666672931263_-124.154640081562",113,41.0666672931263,-124.154640081562,-124.154640081562,41.0666672931263
"2018","41.1060176251006_-124.164975605438",109,41.1060176251006,-124.164975605438,-124.164975605438,41.1060176251006
"2018","41.1325728074266_-124.184388491185",152,41.1325728074266,-124.184388491185,-124.184388491185,41.1325728074266
"2018","41.7433476882962_-124.202762045127",113,41.7433476882962,-124.202762045127,-124.202762045127,41.7433476882962
"2018","41.7460076004093_-124.206780508761",26,41.7460076004093,-124.206780508761,-124.206780508761,41.7460076004093
"2018","41.7505279721646_-124.213720883197",113,41.7505279721646,-124.213720883197,-124.213720883197,41.7505279721646
"2018","41.7539673073848_-124.220641752184",207,41.7539673073848,-124.220641752184,-124.220641752184,41.7539673073848
"2018","41.76882836633_-124.24582754759",87,41.76882836633,-124.24582754759,-124.24582754759,41.76882836633
"2018","41.7800723526557_-124.255430966375",23,41.7800723526557,-124.255430966375,-124.255430966375,41.7800723526557
"2018","41.9493823975666_-124.214952556388",345,41.9493823975666,-124.214952556388,-124.214952556388,41.9493823975666
"2018","37.11216_-122.3063",0,37.11216,-122.3063,-204638.568251148,-98026.0775372153
"2018","39.21594_-123.7804",0,39.21594,-123.7804,-326057.774685,139840.5498318
"2018","39.26585_-123.7949",0,39.26585,-123.7949,-327085.767393668,145432.783860323
"2018","38.89664_-123.7011",0,38.89664,-123.7011,-320606.704984044,104109.937173698
"2018","39.11172_-123.7185",0,39.11172,-123.7185,-321175.862686251,128055.52430247
"2018","39.30384_-123.8137",0,39.30384,-123.8137,-328535.502238144,149716.299567236
"2018","38.87541_-123.6784",0,38.87541,-123.6784,-318732.842944044,101675.488726761
"2018","39.06209_-123.7",0,39.06209,-123.7,-319793.996859131,122481.265363117
"2018","38.66011_-123.4119",0,38.66011,-123.4119,-296512.049011978,76896.2405552715
"2018","39.27093_-123.8029",0,39.27093,-123.8029,-327752.285952916,146024.514092391
"2018","38.88185_-123.6871",0,38.88185,-123.6871,-319458.486575075,102420.032516322
"2018","39.18175_-123.7592",0,39.18175,-123.7592,-324380.867709425,135971.080592484
"2018","38.78008_-123.5584",0,38.78008,-123.5584,-308737.427519817,90690.0659966506
"2018","39.17125_-123.7521",0,39.17125,-123.7521,-323814.700174091,134780.782853248
"2018","38.71883_-123.4682",0,38.71883,-123.4682,-301163.936810949,83596.4500643048
"2018","37.10097_-122.3351",0,37.10097,-122.3351,-207224.118174875,-99206.9947545622
"2018","39.26855_-123.7949",0,39.26855,-123.7949,-327073.760133308,145732.602740378
"2018","38.85252_-123.664",0,38.85252,-123.664,-317584.007766021,99084.8504002802
"2018","38.87142_-123.6687",0,38.87142,-123.6687,-317909.91625682,101199.766740094
"2018","38.87437_-123.6715",0,38.87437,-123.6715,-318139.733465541,101536.804779655
"2018","38.46013_-123.1495",0,38.46013,-123.1495,-274455.167879956,53889.8702914566
"2018","38.849_-123.665",0,38.849,-123.665,-317685.762155668,98697.2435252843
"2018","39.13709_-123.7257",0,39.13709,-123.7257,-321686.650174004,130897.376072617
"2018","38.68164_-123.4383",0,38.68164,-123.4383,-298718.574106837,79370.7395359008
"2018","39.11738_-123.7207",0,39.11738,-123.7207,-321341.104038574,128691.548067116
"2018","38.89206_-123.698",0,38.89206,-123.698,-320358.155529641,103590.783915348
"2018","38.59514_-123.353",0,38.59514,-123.353,-291650.838166342,69496.2591481386
"2018","39.07232_-123.7077",0,39.07232,-123.7077,-320414.722154499,123643.379782205
"2018","38.9154_-123.728",0,38.9154,-123.728,-322853.743267881,106284.766299239
"2018","38.78386_-123.5587",0,38.78386,-123.5587,-308747.677026969,91110.9040497416
"2017","36.94525_-122.0622",25,36.94525,-122.0622,-122.0622,36.94525
"2017","36.94544_-122.0511",41,36.94544,-122.0511,-122.0511,36.94544
"2017","36.94548_-122.0572",247,36.94548,-122.0572,-122.0572,36.94548
"2017","36.94631_-122.0592",275,36.94631,-122.0592,-122.0592,36.94631
"2017","36.94665_-122.0679",353,36.94665,-122.0679,-122.0679,36.94665
"2017","36.9467_-122.0747",22,36.9467,-122.0747,-122.0747,36.9467
"2017","36.94714_-122.0612",390,36.94714,-122.0612,-122.0612,36.94714
"2017","36.94729_-122.0467",61,36.94729,-122.0467,-122.0467,36.94729
"2017","36.9476_-122.0511",199,36.9476,-122.0511,-122.0511,36.9476
"2017","36.94832_-122.0733",383,36.94832,-122.0733,-122.0733,36.94832
"2017","36.94841_-122.0851",38,36.94841,-122.0851,-122.0851,36.94841
"2017","36.94888_-121.9769",161,36.94888,-121.9769,-121.9769,36.94888
"2017","36.9489_-121.9793",215,36.9489,-121.9793,-121.9793,36.9489
"2017","36.94891_-122.0453",346,36.94891,-122.0453,-122.0453,36.94891
"2017","36.94911_-121.9726",38,36.94911,-121.9726,-121.9726,36.94911
"2017","36.94915_-122.0423",74,36.94915,-122.0423,-122.0423,36.94915
"2017","36.94934_-122.0319",124,36.94934,-122.0319,-122.0319,36.94934
"2017","36.94951_-122.0885",84,36.94951,-122.0885,-122.0885,36.94951
"2017","36.94954_-122.0241",14,36.94954,-122.0241,-122.0241,36.94954
"2017","36.9498_-122.0908",27,36.9498,-122.0908,-122.0908,36.9498
"2017","36.94994_-121.9746",185,36.94994,-121.9746,-121.9746,36.94994
"2017","36.95017_-121.9705",32,36.95017,-121.9705,-121.9705,36.95017
"2017","36.95037_-122.0261",54,36.95037,-122.0261,-122.0261,36.95037
"2017","36.95051_-121.9779",249,36.95051,-121.9779,-121.9779,36.95051
"2017","36.95053_-121.9803",27,36.95053,-121.9803,-121.9803,36.95053
"2017","36.95121_-122.0975",32,36.95121,-122.0975,-122.0975,36.95121
"2017","36.95124_-121.9685",17,36.95124,-121.9685,-121.9685,36.95124
"2017","36.95142_-122.0898",372,36.95142,-122.0898,-122.0898,36.95142
"2017","36.95177_-122.0999",142,36.95177,-122.0999,-122.0999,36.95177
"2017","36.95205_-122.1022",173,36.95205,-122.1022,-122.1022,36.95205
"2017","36.953_-121.9843",50,36.953,-121.9843,-121.9843,36.953
"2017","36.9532_-121.9769",347,36.9532,-121.9769,-121.9769,36.9532
"2017","36.95338_-122.0985",329,36.95338,-122.0985,-122.0985,36.95338
"2017","36.9534_-121.9685",106,36.9534,-121.9685,-121.9685,36.9534
"2017","36.95468_-122.0234",516,36.95468,-122.0234,-122.0234,36.95468
"2017","36.95473_-121.9661",92,36.95473,-121.9661,-121.9661,36.95473
"2017","36.95488_-121.9829",115,36.95488,-121.9829,-121.9829,36.95488
"2017","36.95581_-121.9967",222,36.95581,-121.9967,-121.9967,36.95581
"2017","36.95702_-122.115",17,36.95702,-122.115,-122.115,36.95702
"2017","36.9574_-121.9933",209,36.9574,-121.9933,-121.9933,36.9574
"2017","36.95786_-122.119",369,36.95786,-122.119,-122.119,36.95786
"2017","36.95838_-122.1167",74,36.95838,-122.1167,-122.1167,36.95838
"2017","36.95871_-121.9566",43,36.95871,-121.9566,-121.9566,36.95871
"2017","36.96005_-122.1224",138,36.96005,-122.1224,-122.1224,36.96005
"2017","36.96139_-122.1207",43,36.96139,-122.1207,-122.1207,36.96139
"2017","36.96221_-122.1227",67,36.96221,-122.1227,-122.1227,36.96221
"2017","36.96439_-122.124",86,36.96439,-122.124,-122.124,36.96439
"2017","36.96783_-121.9491",73,36.96783,-121.9491,-121.9491,36.96783
"2017","36.96883_-122.1405",88,36.96883,-122.1405,-122.1405,36.96883
"2017","36.96963_-122.1384",148,36.96963,-122.1384,-122.1384,36.96963
"2017","36.97073_-122.1404",317,36.97073,-122.1404,-122.1404,36.97073
"2017","36.97102_-122.1441",40,36.97102,-122.1441,-122.1441,36.97102
"2017","36.97372_-122.1431",40,36.97372,-122.1431,-122.1431,36.97372
"2017","36.97374_-121.9443",24,36.97374,-121.9443,-121.9443,36.97374
"2017","36.97402_-122.1468",77,36.97402,-122.1468,-122.1468,36.97402
"2017","36.98361_-122.1652",119,36.98361,-122.1652,-122.1652,36.98361
"2017","37.0093_-122.2044",41,37.0093,-122.2044,-122.2044,37.0093
"2017","37.03954_-122.2382",34,37.03954,-122.2382,-122.2382,37.03954
"2017","37.04005_-122.2338",274,37.04005,-122.2338,-122.2338,37.04005
"2017","37.04034_-122.2361",173,37.04034,-122.2361,-122.2361,37.04034
"2017","37.04117_-122.2392",114,37.04117,-122.2392,-122.2392,37.04117
"2017","37.04389_-122.2422",21,37.04389,-122.2422,-122.2422,37.04389
"2017","37.05697_-122.2582",18,37.05697,-122.2582,-122.2582,37.05697
"2017","37.05832_-122.2565",18,37.05832,-122.2565,-122.2565,37.05832
"2017","37.05914_-122.2586",68,37.05914,-122.2586,-122.2586,37.05914
"2017","37.10152_-122.2909",78,37.10152,-122.2909,-122.2909,37.10152
"2017","37.10589_-122.2976",156,37.10589,-122.2976,-122.2976,37.10589
"2017","37.11113_-122.3148",122,37.11113,-122.3148,-122.3148,37.11113
"2017","37.1122_-122.3124",78,37.1122,-122.3124,-122.3124,37.1122
"2017","37.11224_-122.3198",135,37.11224,-122.3198,-122.3198,37.11224
"2017","37.11382_-122.3134",159,37.11382,-122.3134,-122.3134,37.11382
"2017","37.11386_-122.3188",42,37.11386,-122.3188,-122.3188,37.11386
"2017","37.47108_-122.4805",63,37.47108,-122.4805,-122.4805,37.47108
"2017","37.47271_-122.4818",117,37.47271,-122.4818,-122.4818,37.47271
"2017","37.48466_-122.4936",30,37.48466,-122.4936,-122.4936,37.48466
"2017","37.48602_-122.4953",80,37.48602,-122.4953,-122.4953,37.48602
"2017","37.51071_-122.5162",112,37.51071,-122.5162,-122.5162,37.51071
"2017","37.52507_-122.5212",43,37.52507,-122.5212,-122.5212,37.52507
"2017","37.89312_-122.6976",36,37.89312,-122.6976,-122.6976,37.89312
"2017","37.89852_-122.6938",38,37.89852,-122.6938,-122.6938,37.89852
"2017","37.94277_-122.7735",38,37.94277,-122.7735,-122.7735,37.94277
"2017","37.94658_-122.7858",567,37.94658,-122.7858,-122.7858,37.94658
"2017","37.94765_-122.7793",49,37.94765,-122.7793,-122.7793,37.94765
"2017","37.98232_-122.8096",67,37.98232,-122.8096,-122.8096,37.98232
"2017","38.00508_-122.8417",144,38.00508,-122.8417,-122.8417,38.00508
"2017","38.45769_-123.1532",162,38.45769,-123.1532,-123.1532,38.45769
"2017","38.51131_-123.2586",72,38.51131,-123.2586,-123.2586,38.51131
"2017","38.53963_-123.289",17,38.53963,-123.289,-123.289,38.53963
"2017","38.54258_-123.2973",204,38.54258,-123.2973,-123.2973,38.54258
"2017","38.54634_-123.3056",117,38.54634,-123.3056,-123.3056,38.54634
"2017","38.71184_-123.4595",98,38.71184,-123.4595,-123.4595,38.71184
"2017","38.72311_-123.481",123,38.72311,-123.481,-123.481,38.72311
"2017","38.72499_-123.4844",77,38.72499,-123.4844,-123.4844,38.72499
"2017","38.72903_-123.4876",40,38.72903,-123.4876,-123.4876,38.72903
"2017","38.72955_-123.491",50,38.72955,-123.491,-123.491,38.72955
"2017","38.74029_-123.5087",41,38.74029,-123.5087,-123.5087,38.74029
"2017","38.76343_-123.5334",155,38.76343,-123.5334,-123.5334,38.76343
"2017","38.76854_-123.5389",179,38.76854,-123.5389,-123.5389,38.76854
"2017","38.78923_-123.5657",128,38.78923,-123.5657,-123.5657,38.78923
"2017","38.79112_-123.5661",196,38.79112,-123.5661,-123.5661,38.79112
"2017","38.79966_-123.5903",150,38.79966,-123.5903,-123.5903,38.79966
"2017","38.80078_-123.5824",102,38.80078,-123.5824,-123.5824,38.80078
"2017","38.80103_-123.5865",86,38.80103,-123.5865,-123.5865,38.80103
"2017","38.83914_-123.6383",113,38.83914,-123.6383,-123.6383,38.83914
"2017","38.84983_-123.6619",149,38.84983,-123.6619,-123.6619,38.84983
"2017","38.852_-123.6606",52,38.852,-123.6606,-123.6606,38.852
"2017","38.86577_-123.6631",29,38.86577,-123.6631,-123.6631,38.86577
"2017","38.87063_-123.6639",84,38.87063,-123.6639,-123.6639,38.87063
"2017","38.88182_-123.692",54,38.88182,-123.692,-123.692,38.88182
"2017","38.88453_-123.6906",54,38.88453,-123.6906,-123.6906,38.88453
"2017","38.88693_-123.6962",43,38.88693,-123.6962,-123.6962,38.88693
"2017","38.89124_-123.6993",50,38.89124,-123.6993,-123.6993,38.89124
"2017","38.89365_-123.7035",50,38.89365,-123.7035,-123.7035,38.89365
"2017","38.91568_-123.7262",58,38.91568,-123.7262,-123.7262,38.91568
"2017","38.91917_-123.7297",79,38.91917,-123.7297,-123.7297,38.91917
"2017","39.08312_-123.7089",22,39.08312,-123.7089,-123.7089,39.08312
"2017","39.09257_-123.7114",18,39.09257,-123.7114,-123.7114,39.09257
"2017","39.10419_-123.7112",150,39.10419,-123.7112,-123.7112,39.10419
"2017","39.13304_-123.7246",43,39.13304,-123.7246,-123.7246,39.13304
"2017","39.14133_-123.7379",76,39.14133,-123.7379,-123.7379,39.14133
"2017","39.15594_-123.7374",125,39.15594,-123.7374,-123.7374,39.15594
"2017","39.17341_-123.7521",43,39.17341,-123.7521,-123.7521,39.17341
"2017","39.19036_-123.7641",224,39.19036,-123.7641,-123.7641,39.19036
"2017","39.19276_-123.7701",22,39.19276,-123.7701,-123.7701,39.19276
"2017","39.20379_-123.7778",22,39.20379,-123.7778,-123.7778,39.20379
"2017","39.20973_-123.7786",18,39.20973,-123.7786,-123.7786,39.20973
"2017","39.21377_-123.7807",99,39.21377,-123.7807,-123.7807,39.21377
"2017","39.21841_-123.7742",72,39.21841,-123.7742,-123.7742,39.21841
"2017","39.23133_-123.783",77,39.23133,-123.783,-123.783,39.23133
"2017","39.2389_-123.7831",14,39.2389,-123.7831,-123.7831,39.2389
"2017","39.23973_-123.78",225,39.23973,-123.78,-123.78,39.23973
"2017","39.24996_-123.786",288,39.24996,-123.786,-123.786,39.24996
"2017","39.2594_-123.7889",23,39.2594,-123.7889,-123.7889,39.2594
"2017","39.26233_-123.7952",130,39.26233,-123.7952,-123.7952,39.26233
"2017","39.26668_-123.7924",153,39.26668,-123.7924,-123.7924,39.26668
"2017","39.27206_-123.7953",241,39.27206,-123.7953,-123.7953,39.27206
"2017","39.27208_-123.7925",17,39.27208,-123.7925,-123.7925,39.27208
"2017","39.27445_-123.803",130,39.27445,-123.803,-123.803,39.27445
"2017","39.2836_-123.8076",20,39.2836,-123.8076,-123.8076,39.2836
"2017","39.29064_-123.8059",175,39.29064,-123.8059,-123.8059,39.29064
"2017","39.29228_-123.8045",38,39.29228,-123.8045,-123.8045,39.29228
"2017","39.30223_-123.812",27,39.30223,-123.812,-123.812,39.30223
"2017","39.30465_-123.813",191,39.30465,-123.813,-123.813,39.30465
"2017","39.31193_-123.8152",22,39.31193,-123.8152,-123.8152,39.31193
"2017","39.32146_-123.8059",101,39.32146,-123.8059,-123.8059,39.32146
"2017","39.32762_-123.8137",114,39.32762,-123.8137,-123.8137,39.32762
"2017","39.32902_-123.8071",36,39.32902,-123.8071,-123.8071,39.32902
"2017","39.33165_-123.8172",225,39.33165,-123.8172,-123.8172,39.33165
"2017","39.34215_-123.8232",53,39.34215,-123.8232,-123.8232,39.34215
"2017","39.36432_-123.8228",47,39.36432,-123.8228,-123.8228,39.36432
"2017","39.38703_-123.8227",49,39.38703,-123.8227,-123.8227,39.38703
"2017","39.39757_-123.8228",31,39.39757,-123.8228,-123.8228,39.39757
"2017","39.40054_-123.8236",47,39.40054,-123.8236,-123.8236,39.40054
"2017","39.41356_-123.8174",22,39.41356,-123.8174,-123.8174,39.41356
"2017","39.42927_-123.8124",76,39.42927,-123.8124,-123.8124,39.42927
"2017","39.44278_-123.8139",95,39.44278,-123.8139,-123.8139,39.44278
"2017","39.5951453093701_-123.787424662776",33,39.5951453093701,-123.787424662776,-123.787424662776,39.5951453093701
"2017","39.9116220290977_-123.938805338995",129,39.9116220290977,-123.938805338995,-123.938805338995,39.9116220290977
"2017","40.0011770648665_-124.024027532637",70,40.0011770648665,-124.024027532637,-124.024027532637,40.0011770648665
"2017","40.0110858055079_-124.034369130174",120,40.0110858055079,-124.034369130174,-124.034369130174,40.0110858055079
"2017","40.0891509521851_-124.098188393795",70,40.0891509521851,-124.098188393795,-124.098188393795,40.0891509521851
"2017","40.104680342708_-124.113573257192",133,40.104680342708,-124.113573257192,-124.113573257192,40.104680342708
"2017","40.1113000482719_-124.127761802023",88,40.1113000482719,-124.127761802023,-124.127761802023,40.1113000482719
"2017","40.1120661094694_-124.132350694132",29,40.1120661094694,-124.132350694132,-124.132350694132,40.1120661094694
"2017","40.1299423397613_-124.182646937385",272,40.1299423397613,-124.182646937385,-124.182646937385,40.1299423397613
"2017","41.0512123555288_-124.132594135194",36,41.0512123555288,-124.132594135194,-124.132594135194,41.0512123555288
"2017","41.0666672931263_-124.154640081562",360,41.0666672931263,-124.154640081562,-124.154640081562,41.0666672931263
"2017","41.7432833269679_-124.208894206042",219,41.7432833269679,-124.208894206042,-124.208894206042,41.7432833269679
"2017","41.7465516929675_-124.206429894749",90,41.7465516929675,-124.206429894749,-124.206429894749,41.7465516929675
"2017","41.747883497194_-124.208258890574",90,41.747883497194,-124.208258890574,-124.208258890574,41.747883497194
"2017","41.7539673073848_-124.220641752184",189,41.7539673073848,-124.220641752184,-124.220641752184,41.7539673073848
"2017","41.7558314961715_-124.223203071219",99,41.7558314961715,-124.223203071219,-124.223203071219,41.7558314961715
"2017","41.7592509111924_-124.231929015765",30,41.7592509111924,-124.231929015765,-124.231929015765,41.7592509111924
"2017","41.7609784408585_-124.247119216377",84,41.7609784408585,-124.247119216377,-124.247119216377,41.7609784408585
"2017","41.761279887463_-124.244237964113",74,41.761279887463,-124.244237964113,-124.244237964113,41.761279887463
"2017","41.7650541314961_-124.245032706636",95,41.7650541314961,-124.245032706636,-124.245032706636,41.7650541314961
"2017","41.7688322792256_-124.245466694726",168,41.7688322792256,-124.245466694726,-124.245466694726,41.7688322792256
"2017","38.50244_-123.2345",0,38.50244,-123.2345,-281699.016542079,58839.7178533007
"2017","38.84981_-123.6654",0,38.84981,-123.6654,-317716.937407472,98788.5485005099
"2017","39.16185_-123.743",0,39.16185,-123.743,-323070.991608435,133705.858468695
"2017","39.26721_-123.7942",0,39.26721,-123.7942,-327019.419005856,145581.389079699
"2017","38.89852_-123.7022",0,38.89852,-123.7022,-320693.786092189,104322.457866961
"2017","38.79218_-123.5723",0,38.79218,-123.5723,-309892.19907973,92079.4096592618
"2017","40.3550869735153_-124.377340891034",0,40.3550869735153,-124.377340891034,-371668.324209265,268480.542910748
"2017","41.7656256756434_-124.242156472855",0,41.7656256756434,-124.242156472855,-353195.831005694,424345.839049092
"2017","38.86361_-123.6628",0,38.86361,-123.6628,-317432.437174571,100312.566610456
"2017","38.77821_-123.5532",0,38.77821,-123.5532,-308294.259488445,90465.4352492653
"2017","38.52075_-123.2663",0,38.52075,-123.2663,-284397.344432052,60968.7981231576
"2017","38.91273_-123.722",0,38.91273,-123.722,-322346.0435112,105967.813874636
"2017","39.14917_-123.7383",0,39.14917,-123.7383,-322721.080786322,132281.714291233
"2017","36.95319_-122.109",0,36.95319,-122.109,-187528.153510076,-116099.639536427
"2017","36.95502_-121.9678",0,36.95502,-121.9678,-174970.571870503,-116166.215227359
"2017","38.6504_-123.4057",0,38.6504,-123.4057,-296012.231566972,75798.2355640903
"2017","39.36646_-123.8266",0,39.36646,-123.8266,-329365.389051862,156714.345780641
"2017","38.93779_-123.7344",0,38.93779,-123.7344,-323309.714545729,108793.245694648
"2017","36.95069_-122.0325",0,36.95069,-122.0325,-180732.94165266,-116526.027477767
"2017","39.8365356204546_-123.862050046493",0,39.8365356204546,-123.862050046493,-330287.887193646,209026.824906805
"2017","39.2731_-123.8026",0,39.2731,-123.8026,-327716.774541267,146264.441281198
"2017","38.8733_-123.6694",0,38.8733,-123.6694,-317962.458756964,101410.919030431
"2017","39.25806_-123.7878",0,39.25806,-123.7878,-326508.716555819,144543.274449699
"2017","38.59002_-123.3478",0,38.59002,-123.3478,-291218.81205718,68911.5009743781
"2017","36.98526_-122.1686",0,36.98526,-122.1686,-192745.227918551,-112416.342693684
"2017","38.62047_-123.3814",0,38.62047,-123.3814,-294019.685976056,72397.8256305116
"2016","36.9452_-122.0548",610,36.9452,-122.0548,-122.0548,36.9452
"2016","36.94543_-122.0508",32,36.94543,-122.0508,-122.0508,36.94543
"2016","36.94561_-122.073",182,36.94561,-122.073,-122.073,36.94561
"2016","36.94662_-122.0639",900,36.94662,-122.0639,-122.0639,36.94662
"2016","36.94664_-122.0663",680,36.94664,-122.0663,-122.0663,36.94664
"2016","36.94693_-122.0693",23,36.94693,-122.0693,-122.0693,36.94693
"2016","36.94709_-122.0548",673,36.94709,-122.0548,-122.0548,36.94709
"2016","36.94722_-122.0716",729,36.94722,-122.0716,-122.0716,36.94722
"2016","36.94739_-122.0248",90,36.94739,-122.0248,-122.0248,36.94739
"2016","36.94746_-122.0336",21,36.94746,-122.0336,-122.0336,36.94746
"2016","36.94777_-121.9746",81,36.94777,-121.9746,-121.9746,36.94777
"2016","36.94805_-122.0737",177,36.94805,-122.0737,-122.0737,36.94805
"2016","36.94807_-122.0767",185,36.94807,-122.0767,-122.0767,36.94807
"2016","36.9483_-122.0376",600,36.9483,-122.0376,-122.0376,36.9483
"2016","36.94875_-122.0265",303,36.94875,-122.0265,-122.0265,36.94875
"2016","36.949_-122.0234",518,36.949,-122.0234,-122.0234,36.949
"2016","36.95009_-122.0932",20,36.95009,-122.0932,-122.0932,36.95009
"2016","36.95024_-121.9783",448,36.95024,-121.9783,-121.9783,36.95024
"2016","36.95071_-122.0345",365,36.95071,-122.0345,-122.0345,36.95071
"2016","36.951_-121.9722",659,36.951,-121.9722,-121.9722,36.951
"2016","36.95103_-121.9762",452,36.95103,-121.9762,-121.9762,36.95103
"2016","36.95142_-122.0898",143,36.95142,-122.0898,-122.0898,36.95142
"2016","36.95146_-122.0948",153,36.95146,-122.0948,-122.0948,36.95146
"2016","36.95177_-122.0999",399,36.95177,-122.0999,-122.0999,36.95177
"2016","36.95187_-121.9793",164,36.95187,-121.9793,-121.9793,36.95187
"2016","36.95257_-121.9658",48,36.95257,-121.9658,-121.9658,36.95257
"2016","36.95339_-121.9678",218,36.95339,-121.9678,-121.9678,36.95339
"2016","36.95455_-122.111",131,36.95455,-122.111,-122.111,36.95455
"2016","36.95487_-121.9826",230,36.95487,-121.9826,-121.9826,36.95487
"2016","36.95581_-121.9967",405,36.95581,-121.9967,-121.9967,36.95581
"2016","36.95619_-122.113",39,36.95619,-122.113,-122.113,36.95619
"2016","36.95635_-121.965",72,36.95635,-121.965,-121.965,36.95635
"2016","36.95725_-122.0078",167,36.95725,-122.0078,-122.0078,36.95725
"2016","36.95769_-121.996",70,36.95769,-121.996,-121.996,36.95769
"2016","36.95842_-122.1214",441,36.95842,-122.1214,-122.1214,36.95842
"2016","36.95914_-122.0068",123,36.95914,-122.0068,-122.0068,36.95914
"2016","36.95957_-121.9626",25,36.95957,-121.9626,-121.9626,36.95957
"2016","36.96005_-122.1224",504,36.96005,-122.1224,-122.1224,36.96005
"2016","36.96199_-122.1287",531,36.96199,-122.1287,-122.1287,36.96199
"2016","36.96224_-121.9586",162,36.96224,-121.9586,-121.9586,36.96224
"2016","36.96277_-122.1247",61,36.96277,-122.1247,-122.1247,36.96277
"2016","36.96358_-121.9569",42,36.96358,-121.9569,-121.9569,36.96358
"2016","36.9675_-121.9423",144,36.9675,-121.9423,-121.9423,36.9675
"2016","36.9694_-121.9426",57,36.9694,-121.9426,-121.9426,36.9694
"2016","36.96963_-122.1381",123,36.96963,-122.1381,-122.1381,36.96963
"2016","36.96999_-121.9483",18,36.96999,-121.9483,-121.9483,36.96999
"2016","36.97072_-122.1401",135,36.97072,-122.1401,-122.1401,36.97072
"2016","36.97129_-122.1435",168,36.97129,-122.1435,-122.1435,36.97129
"2016","36.97295_-122.1485",69,36.97295,-122.1485,-122.1485,36.97295
"2016","36.97345_-121.9422",32,36.97345,-121.9422,-121.9422,36.97345
"2016","36.9746_-122.1529",88,36.9746,-122.1529,-122.1529,36.9746
"2016","36.97644_-122.1458",86,36.97644,-122.1458,-122.1458,36.97644
"2016","36.98225_-122.1636",88,36.98225,-122.1636,-122.1636,36.98225
"2016","36.98525_-122.1669",115,36.98525,-122.1669,-122.1669,36.98525
"2016","37.03818_-122.2365",144,37.03818,-122.2365,-122.2365,37.03818
"2016","37.03954_-122.2382",28,37.03954,-122.2382,-122.2382,37.03954
"2016","37.04117_-122.2392",295,37.04117,-122.2392,-122.2392,37.04117
"2016","37.0428_-122.2402",104,37.0428,-122.2402,-122.2402,37.0428
"2016","37.0586_-122.2586",18,37.0586,-122.2586,-122.2586,37.0586
"2016","37.09875_-122.3254",117,37.09875,-122.3254,-122.3254,37.09875
"2016","37.10152_-122.2909",12,37.10152,-122.2909,-122.2909,37.10152
"2016","37.10174_-122.328",56,37.10174,-122.328,-122.328,37.10174
"2016","37.10672_-122.3003",14,37.10672,-122.3003,-122.3003,37.10672
"2016","37.11251_-122.3198",281,37.11251,-122.3198,-122.3198,37.11251
"2016","37.48466_-122.4936",108,37.48466,-122.4936,-122.4936,37.48466
"2016","37.48765_-122.4963",151,37.48765,-122.4963,-122.4963,37.48765
"2016","37.49173_-122.5027",39,37.49173,-122.5027,-122.5027,37.49173
"2016","37.50963_-122.5158",25,37.50963,-122.5158,-122.5158,37.50963
"2016","37.51369_-122.5175",171,37.51369,-122.5175,-122.5175,37.51369
"2016","37.8961_-122.6979",105,37.8961,-122.6979,-122.6979,37.8961
"2016","37.90094_-122.6894",180,37.90094,-122.6894,-122.6894,37.90094
"2016","37.93491_-122.7606",300,37.93491,-122.7606,-122.7606,37.93491
"2016","37.93573_-122.7674",10,37.93573,-122.7674,-122.7674,37.93573
"2016","37.94304_-122.7732",22,37.94304,-122.7732,-122.7732,37.94304
"2016","37.94765_-122.7796",28,37.94765,-122.7796,-122.7796,37.94765
"2016","37.98069_-122.8103",90,37.98069,-122.8103,-122.8103,37.98069
"2016","37.98285_-122.8065",212,37.98285,-122.8065,-122.8065,37.98285
"2016","38.28962_-122.9999",129,38.28962,-122.9999,-122.9999,38.28962
"2016","38.45769_-123.1532",204,38.45769,-123.1532,-123.1532,38.45769
"2016","38.54663_-123.2994",225,38.54663,-123.2994,-123.2994,38.54663
"2016","38.56197_-123.3274",76,38.56197,-123.3274,-123.3274,38.56197
"2016","38.62882_-123.39",95,38.62882,-123.39,-123.39,38.62882
"2016","38.6326_-123.3911",128,38.6326,-123.3911,-123.3911,38.6326
"2016","38.67761_-123.4327",31,38.67761,-123.4327,-123.4327,38.67761
"2016","38.6973_-123.4449",57,38.6973,-123.4449,-123.4449,38.6973
"2016","38.7086_-123.4571",86,38.7086,-123.4571,-123.4571,38.7086
"2016","38.71184_-123.4592",31,38.71184,-123.4592,-123.4592,38.71184
"2016","38.71775_-123.4682",41,38.71775,-123.4682,-123.4682,38.71775
"2016","38.71991_-123.4703",180,38.71991,-123.4703,-123.4703,38.71991
"2016","38.72982_-123.4924",27,38.72982,-123.4924,-123.4924,38.72982
"2016","38.74029_-123.5087",26,38.74029,-123.5087,-123.5087,38.74029
"2016","38.77737_-123.5594",30,38.77737,-123.5594,-123.5594,38.77737
"2016","38.78356_-123.5646",119,38.78356,-123.5646,-123.5646,38.78356
"2016","38.786_-123.5636",93,38.786,-123.5636,-123.5636,38.786
"2016","38.79112_-123.5661",180,38.79112,-123.5661,-123.5661,38.79112
"2016","38.80074_-123.5893",151,38.80074,-123.5893,-123.5893,38.80074
"2016","38.80103_-123.5865",86,38.80103,-123.5865,-123.5865,38.80103
